RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_left,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
51710,10187,RIDGEMONT DR NE,Local Access,2,550,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,550,0
51710,9269,RIDGEMONT DR NE,Local Access,2,254,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254,0
51700,2030,BRENTRIDGE PL NE,Local Access,2,509,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,509,0
54475,4172,SUNSET AVE NE,Local Access,2,270,Urban,270,Central Kitsap UGA,Central Kitsap UGA,118,NA,NA,1,1,5,NA,1,1,2,2,118,236
54475,4172,SUNSET AVE NE,Local Access,2,270,Urban,270,Central Kitsap UGA,Central Kitsap UGA,11,NA,NA,NA,3,5,NA,1,0,1,1,11,11
54475,4172,SUNSET AVE NE,Local Access,2,270,Urban,270,Central Kitsap UGA,Central Kitsap UGA,142,NA,NA,NA,3,5,NA,1,0,1,1,142,142
54475,4594,SUNSET AVE NE,Local Access,2,198,Urban,198,Central Kitsap UGA,Central Kitsap UGA,198,NA,NA,NA,3,5,NA,1,0,1,1,198,198
54475,5780,SUNSET AVE NE,Local Access,2,401,Urban,401,Central Kitsap UGA,Central Kitsap UGA,390,NA,NA,NA,3,5,NA,1,0,1,1,390,390
56330,5832,CLOVER BLOSSOM LN NE,Local Access,2,186,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,186,0
54824,5842,NE CLARK ST,Local Access,2,321,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,321,0
56350,5851,NE 72ND ST,Local Access,2,277,Urban,277,Central Kitsap UGA,Central Kitsap UGA,277,NA,NA,NA,3,5,NA,1,0,1,1,277,277
55450,18499,BUNKER ST NW,Local Access,2,654,Urban,654,Central Kitsap UGA,Central Kitsap UGA,654,NA,NA,3,3,5,NA,1,1,2,2,654,1308
56353,5076,TRICA AVE NE,Local Access,2,54,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,0
56964,3780,NE BUCKEYE LN,Local Access,2,675,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,675,0
57030,2636,NW FAIRWOOD WAY,Local Access,2,749,Urban,749,Central Kitsap UGA,Central Kitsap UGA,749,3,NA,NA,NA,5,NA,1,0,1,1,749,749
56577,10961,KASTER CT NE,Local Access,2,181,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,181,0
56976,2598,AUKLET PL NE,Local Access,2,107,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,107,0
56500,2062,NE WINTERS RD,Local Access,2,367,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,367,0
56930,2112,TANBARK DR NE,Local Access,2,174,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,174,0
56260,3928,NE BENTLEY DR,Local Access,2,218,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,218,0
56960,3401,NE CONIFER DR,Local Access,2,223,Urban,223,Central Kitsap UGA,Central Kitsap UGA,223,3,NA,NA,NA,5,NA,1,0,1,1,223,223
56421,13031,SHILOHWOOD PL NW,Local Access,2,570,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,570,0
56960,8368,NE CONIFER DR,Local Access,2,371,Urban,371,Central Kitsap UGA,Central Kitsap UGA,371,3,NA,NA,NA,5,NA,1,0,1,1,371,371
56960,7417,NE CONIFER DR,Local Access,2,1328,Urban,1328,Central Kitsap UGA,Central Kitsap UGA,375,3,NA,NA,NA,5,NA,1,0,1,1,375,375
55540,6498,NE VENA ST,Local Access,2,207,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,207,0
56560,3507,NE JOHN CARLSON RD,Major Collector,2,841,Urban,841,Central Kitsap UGA,Central Kitsap UGA,841,NA,NA,5,5,6,NA,1,1,2,2,841,1682
56560,8553,NE JOHN CARLSON RD,Major Collector,2,416,Urban,416,Central Kitsap UGA,Central Kitsap UGA,416,NA,NA,5,5,6,NA,1,1,2,2,416,832
54828,5552,NE SHORE CLIFF ST,Local Access,2,1078,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1078,0
56660,13121,NE MEADOWLARK CIR,Local Access,2,402,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,402,0
54828,9526,NE SHORE CLIFF ST,Local Access,2,899,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,899,0
56645,11995,NE GOLDEN ROD CIR,Local Access,2,350,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,350,0
54822,11590,NE DEREK DR,Local Access,2,525,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,525,0
50915,4801,ILLAHEE RD NE,Minor Arterial,2,284,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,284,0
54821,9712,REGATTA PL NE,Local Access,2,255,Urban,255,Central Kitsap UGA,Central Kitsap UGA,156,3,NA,NA,NA,5,NA,1,0,1,1,156,156
55540,8292,NE VENA ST,Local Access,2,2307,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2307,0
56550,8093,LAZY S LN NE,Local Access,2,959,Urban,959,Central Kitsap UGA,Central Kitsap UGA,959,NA,NA,3,3,5,NA,1,1,2,2,959,1918
54828,12758,NE SHORE CLIFF ST,Local Access,2,283,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,283,0
50915,10837,ILLAHEE RD NE,Minor Arterial,2,202,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,202,0
50915,3037,ILLAHEE RD NE,Minor Arterial,2,854,Urban,854,Central Kitsap UGA,Central Kitsap UGA,56,NA,NA,1,3,6,NA,1,1,2,2,56,112
54821,2881,REGATTA PL NE,Local Access,2,449,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,449,0
56568,4291,NE CROMWELL ST,Local Access,2,507,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,507,0
56720,1049,PHEASANT CIR NE,Local Access,2,197,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,197,0
56321,107,TROY LN NE,Local Access,2,212,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212,0
56321,8161,TROY LN NE,Local Access,2,246,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,0
54820,3262,NE 3RD ST,Major Collector,2,967,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,967,0
56425,3948,TIBARDIS RD NW,Local Access,2,1530,Urban,1530,Central Kitsap UGA,Central Kitsap UGA,1530,NA,NA,5,5,5,NA,2,2,4,4,1530,6120
56425,2042,TIBARDIS RD NW,Local Access,2,192,Urban,192,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,5,5,5,NA,2,2,4,4,0,0
56425,2042,TIBARDIS RD NW,Local Access,2,192,Urban,192,Central Kitsap UGA,Central Kitsap UGA,192,NA,NA,5,NA,5,NA,0,2,2,2,192,384
56560,4104,NE JOHN CARLSON RD,Local Access,2,573,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,573,0
54150,8888,FOREST DR NE,Local Access,2,847,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,847,0
56550,3652,LAZY S LN NE,Local Access,2,1837,Urban,1837,Central Kitsap UGA,Central Kitsap UGA,1837,NA,NA,3,3,5,NA,1,1,2,2,1837,3674
56550,3652,LAZY S LN NE,Local Access,2,1837,Urban,1837,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,3,NA,5,NA,0,1,1,1,0,0
56282,8981,AEGEAN BLVD NE,Major Collector,2,250,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,250,0
56282,9122,AEGEAN BLVD NE,Major Collector,2,249,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,249,0
56141,4066,NE TERI CT,Local Access,2,983,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,983,0
56506,3911,NE HACKAMORE CT,Local Access,2,169,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,169,0
56353,2332,TRICA AVE NE,Local Access,2,245,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,245,0
51762,5165,NE PINECREST DR,Local Access,2,491,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,491,0
56502,1857,NE DOUBLE HITCH CT,Local Access,2,169,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,169,0
56357,2287,BERKELEY PL NE,Local Access,2,535,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,535,0
56970,2201,BUCKTHORN DR NE,Local Access,2,285,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,285,0
56282,10955,AEGEAN BLVD NE,Major Collector,2,254,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254,0
56411,1812,OAK PARK DR NW,Local Access,2,248,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,248,0
51671,4969,NE WOODS CT,Local Access,2,1066,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1066,0
51670,9581,NE WOODS PL,Local Access,2,224,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,0
54833,7244,NE DARMOUTH CT,Local Access,2,270,Urban,270,Central Kitsap UGA,Central Kitsap UGA,269,3,NA,NA,NA,5,NA,1,0,1,1,269,269
54835,11696,NE ARROWHEAD DR,Local Access,2,146,Urban,146,Central Kitsap UGA,Central Kitsap UGA,4,NA,NA,1,1,5,NA,1,1,2,2,4,8
54672,11128,NE NOBLES LN,Local Access,2,896,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,896,0
54825,3989,EAST BLVD NE,Minor Arterial,2,649,Urban,649,Central Kitsap UGA,Central Kitsap UGA,646,NA,NA,2,2,6,NA,1,1,2,2,646,1292
54825,3989,EAST BLVD NE,Minor Arterial,2,649,Urban,649,Central Kitsap UGA,Central Kitsap UGA,3,NA,NA,2,2,6,NA,1,1,2,2,3,6
56567,5835,NE WESTCHESTER ST,Local Access,2,562,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,562,0
56345,3683,ISIS CT NE,Local Access,2,164,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,164,0
56255,315,CORFU BLVD NE,Local Access,2,382,Urban,382,Central Kitsap UGA,Central Kitsap UGA,380,3,NA,NA,NA,5,NA,1,0,1,1,380,380
54475,2733,SUNSET AVE NE,Major Collector,2,360,Urban,360,Central Kitsap UGA,Central Kitsap UGA,360,NA,NA,1,1,6,NA,1,1,2,2,360,720
56561,5861,WEMBLY AVE NE,Local Access,2,186,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,186,0
54820,532,NE 3RD ST,Major Collector,2,354,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,354,0
56427,1374,NW TIBARDIS CT,Local Access,2,157,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,157,0
56338,5840,NE WINDSOR CT,Local Access,2,273,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,273,0
54820,8653,NE 3RD ST,Minor Arterial,2,270,Urban,270,Central Kitsap UGA,Central Kitsap UGA,269,NA,NA,4,3,6,NA,1,1,2,2,269,538
54475,2736,SUNSET AVE NE,Local Access,2,867,Urban,867,Central Kitsap UGA,Central Kitsap UGA,3,NA,NA,1,1,5,NA,1,1,2,2,3,6
54475,2736,SUNSET AVE NE,Local Access,2,867,Urban,867,Central Kitsap UGA,Central Kitsap UGA,853,NA,NA,1,1,5,NA,1,1,2,2,853,1706
54475,2736,SUNSET AVE NE,Local Access,2,867,Urban,867,Central Kitsap UGA,Central Kitsap UGA,10,NA,NA,1,1,5,NA,1,1,2,2,10,20
54820,1560,NE 3RD ST,Minor Arterial,2,407,Urban,407,Central Kitsap UGA,Central Kitsap UGA,407,NA,NA,4,3,6,NA,1,1,2,2,407,814
56326,11251,NE HELENA CT,Local Access,2,137,Urban,137,Central Kitsap UGA,Central Kitsap UGA,137,NA,NA,1,1,5,NA,1,1,2,2,137,274
54825,1468,EAST BLVD NE,Local Access,2,526,Urban,526,Central Kitsap UGA,Central Kitsap UGA,526,NA,NA,2,2,5,NA,1,1,2,2,526,1052
54825,14341,EAST BLVD NE,Local Access,2,162,Urban,162,Central Kitsap UGA,Central Kitsap UGA,162,NA,NA,2,2,5,NA,1,1,2,2,162,324
54831,12122,NE LIVERPOOL DR,Local Access,2,661,Urban,661,Central Kitsap UGA,Central Kitsap UGA,661,NA,NA,6,1,5,NA,1,2,3,3,661,1983
54831,13012,NE LIVERPOOL DR,Local Access,2,216,Urban,216,Central Kitsap UGA,Central Kitsap UGA,216,NA,NA,6,1,5,NA,1,2,3,3,216,648
54930,12506,NAVAJO TRL NE,Local Access,2,301,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,301,0
50915,9734,ILLAHEE RD NE,Minor Arterial,2,843,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,843,0
54900,7596,NE CANOE TRL,Local Access,2,574,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,574,0
54820,12462,NE 3RD ST,Minor Arterial,2,616,Urban,616,Central Kitsap UGA,Central Kitsap UGA,616,NA,NA,4,3,6,NA,1,1,2,2,616,1232
50915,11877,ILLAHEE RD NE,Minor Arterial,2,640,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,640,0
56994,1685,NE SILVER PINE DR,Local Access,2,541,Urban,541,Central Kitsap UGA,Central Kitsap UGA,541,3,NA,NA,NA,5,NA,1,0,1,1,541,541
56401,1652,BRIDLE VALE BLVD NW,Local Access,2,286,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,286,0
56560,1556,NE JOHN CARLSON RD,Major Collector,2,412,Urban,412,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,NA,5,6,NA,1,0,1,1,0,0
56560,1556,NE JOHN CARLSON RD,Major Collector,2,412,Urban,412,Central Kitsap UGA,Central Kitsap UGA,412,NA,NA,5,5,6,NA,1,1,2,2,412,824
56240,1472,NE BLOSSOM PL,Local Access,2,375,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,375,0
56896,1494,NE KNIGHTS CT,Local Access,2,427,Urban,427,Central Kitsap UGA,Central Kitsap UGA,360,NA,3,NA,NA,5,NA,0,1,1,1,360,360
55910,9837,STAMPEDE BLVD NW,Minor Arterial,2,844,Urban,844,Central Kitsap UGA,Central Kitsap UGA,843,NA,NA,4,4,6,NA,1,1,2,2,843,1686
55910,9837,STAMPEDE BLVD NW,Minor Arterial,2,844,Urban,844,Central Kitsap UGA,Central Kitsap UGA,0,NA,NA,4,6,6,NA,2,1,3,3,0,0
55910,12011,STAMPEDE BLVD NW,Minor Arterial,2,621,Urban,621,Central Kitsap UGA,Central Kitsap UGA,621,NA,NA,4,6,6,NA,2,1,3,3,621,1863
56410,5009,PARKDALE DR NW,Local Access,2,683,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,683,0
56330,1409,CLOVER BLOSSOM LN NE,Local Access,2,185,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,185,0
56950,9436,NELS NELSON RD NW,Minor Arterial,2,1276,Urban,1276,Central Kitsap UGA,Central Kitsap UGA,1276,NA,NA,4,4,6,NA,1,1,2,2,1276,2552
56950,10146,NELS NELSON RD NW,Minor Arterial,2,179,Urban,179,Central Kitsap UGA,Central Kitsap UGA,38,NA,NA,NA,4,6,NA,1,0,1,1,38,38
56950,10146,NELS NELSON RD NW,Minor Arterial,2,179,Urban,179,Central Kitsap UGA,Central Kitsap UGA,179,NA,NA,4,NA,6,NA,0,1,1,1,179,179
56950,12314,NELS NELSON RD NW,Minor Arterial,2,577,Urban,577,Central Kitsap UGA,Central Kitsap UGA,474,NA,NA,4,NA,6,NA,0,1,1,1,474,474
56412,1605,NW OAKMONT WAY,Local Access,2,1053,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1053,0
56405,4048,BRIDLE VIEW PL NW,Local Access,2,199,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,199,0
54803,1108,NE QUINAULT DR,Local Access,2,508,Urban,508,Central Kitsap UGA,Central Kitsap UGA,508,NA,NA,1,1,5,NA,1,1,2,2,508,1016
56410,7158,PARKDALE DR NW,Local Access,2,399,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,399,0
56419,992,FIDALGO CT NW,Local Access,2,169,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,169,0
56420,12858,NW FIRGLADE DR,Local Access,2,299,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,299,0
56282,12762,AEGEAN BLVD NE,Major Collector,2,1015,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1015,0
56343,6875,NE SPARTACUS ST,Local Access,2,374,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,374,0
56565,13291,SHEFFIELD CT NE,Local Access,2,439,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,439,0
56324,3734,NE ATHENS CT,Local Access,2,179,Urban,179,Central Kitsap UGA,Central Kitsap UGA,179,NA,NA,1,1,5,NA,1,1,2,2,179,358
56561,12862,WEMBLY AVE NE,Local Access,2,213,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213,0
56560,10285,NE JOHN CARLSON RD,Local Access,2,224,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,224,0
56140,2842,NE MCWILLIAMS RD,Minor Arterial,2,960,Urban,960,Central Kitsap UGA,Central Kitsap UGA,960,NA,NA,4,4,6,NA,1,1,2,2,960,1920
56561,12140,WEMBLY AVE NE,Local Access,2,480,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,480,0
56561,9519,WEMBLY AVE NE,Local Access,2,246,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,0
51762,10348,NE PINECREST DR,Local Access,2,298,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,298,0
56402,2318,NW WOODRIDGE PL,Local Access,2,322,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,322,0
51762,6603,NE PINECREST DR,Local Access,2,172,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,172,0
54900,6884,NE CANOE TRL,Local Access,2,306,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,306,0
56563,12610,NE COVENTRY CT,Local Access,2,215,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,215,0
56321,8240,TROY LN NE,Local Access,2,744,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,744,0
56320,10242,JOHNSON RD NE,Local Access,2,689,Urban,689,Central Kitsap UGA,Central Kitsap UGA,689,NA,NA,1,1,5,NA,1,1,2,2,689,1378
56323,11896,NE ATHENS WAY,Local Access,2,591,Urban,591,Central Kitsap UGA,Central Kitsap UGA,591,NA,NA,1,1,5,NA,1,1,2,2,591,1182
56140,9204,NE MCWILLIAMS RD,Minor Arterial,2,970,Urban,970,Central Kitsap UGA,Central Kitsap UGA,970,NA,NA,4,4,6,NA,1,1,2,2,970,1940
56140,7965,NE MCWILLIAMS RD,Minor Arterial,2,481,Urban,481,Central Kitsap UGA,Central Kitsap UGA,474,NA,NA,4,4,6,NA,1,1,2,2,474,948
56140,7965,NE MCWILLIAMS RD,Minor Arterial,2,481,Urban,481,Central Kitsap UGA,Central Kitsap UGA,6,NA,NA,4,4,6,NA,1,1,2,2,6,12
56323,6351,NE ATHENS WAY,Local Access,2,680,Urban,680,Central Kitsap UGA,Central Kitsap UGA,15,NA,NA,1,1,5,NA,1,1,2,2,15,30
56323,6351,NE ATHENS WAY,Local Access,2,680,Urban,680,Central Kitsap UGA,Central Kitsap UGA,664,NA,NA,1,1,5,NA,1,1,2,2,664,1328
56560,1318,NE JOHN CARLSON RD,Local Access,2,242,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,242,0
56422,2864,OAK PARK PL NW,Local Access,2,414,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,414,0
56560,2675,NE JOHN CARLSON RD,Major Collector,2,497,Urban,497,Central Kitsap UGA,Central Kitsap UGA,200,NA,NA,5,5,6,NA,1,1,2,2,200,400
56560,2675,NE JOHN CARLSON RD,Major Collector,2,497,Urban,497,Central Kitsap UGA,Central Kitsap UGA,163,NA,NA,5,5,6,NA,1,1,2,2,163,326
56560,2675,NE JOHN CARLSON RD,Major Collector,2,497,Urban,497,Central Kitsap UGA,Central Kitsap UGA,132,NA,NA,NA,5,6,NA,1,0,1,1,132,132
56976,2718,AUKLET PL NE,Local Access,2,190,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,190,0
55910,1202,STAMPEDE BLVD NW,Minor Arterial,2,1348,Urban,1348,Central Kitsap UGA,Central Kitsap UGA,1348,NA,NA,4,6,6,NA,2,1,3,3,1348,4044
56250,1210,TREEMONT LN NE,Local Access,2,209,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209,0
56325,1088,HELENA DR NE,Local Access,2,664,Urban,664,Central Kitsap UGA,Central Kitsap UGA,664,NA,NA,1,1,5,NA,1,1,2,2,664,1328
54453,226,CANYON VISTA PL NE,Local Access,2,350,Urban,350,Central Kitsap UGA,Central Kitsap UGA,344,NA,NA,NA,3,5,NA,1,0,1,1,344,344
56342,194,DELPHI LOOP NE,Local Access,2,1061,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1061,0
56280,114,NE BREEZEWOOD LN,Local Access,2,184,Urban,184,Central Kitsap UGA,Central Kitsap UGA,184,NA,NA,1,1,5,NA,1,1,2,2,184,368
51780,676,NE MICHELLE CT,Local Access,2,291,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,291,0
54470,6180,NE 1ST ST,Local Access,2,351,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,351,0
54470,4163,NE 1ST ST,Local Access,2,964,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,964,0
56423,1606,WOODLAWN DR NW,Local Access,2,506,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,506,0
56966,13237,NE MULBERRY LN,Local Access,2,824,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,824,0
56395,10812,REINTREE CT NW,Local Access,2,102,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,102,0
50915,3225,ILLAHEE RD NE,Minor Arterial,2,280,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,280,0
56140,6574,NE MCWILLIAMS RD,Minor Arterial,2,458,Urban,458,Central Kitsap UGA,Central Kitsap UGA,457,NA,NA,4,4,6,NA,1,1,2,2,457,914
56140,6574,NE MCWILLIAMS RD,Minor Arterial,2,458,Urban,458,Central Kitsap UGA,Central Kitsap UGA,1,NA,NA,4,4,6,NA,1,1,2,2,1,2
56325,4728,HELENA DR NE,Local Access,2,226,Urban,226,Central Kitsap UGA,Central Kitsap UGA,226,NA,NA,1,1,5,NA,1,1,2,2,226,452
56323,2207,NE ATHENS WAY,Local Access,2,141,Urban,141,Central Kitsap UGA,Central Kitsap UGA,141,NA,NA,1,1,5,NA,1,1,2,2,141,282
56140,11651,NE MCWILLIAMS RD,Minor Arterial,2,497,Urban,497,Central Kitsap UGA,Central Kitsap UGA,1,NA,NA,4,4,6,NA,1,1,2,2,1,2
56140,11651,NE MCWILLIAMS RD,Minor Arterial,2,497,Urban,497,Central Kitsap UGA,Central Kitsap UGA,496,NA,NA,4,4,6,NA,1,1,2,2,496,992
54475,1883,SUNSET AVE NE,Major Collector,2,660,Urban,660,Central Kitsap UGA,Central Kitsap UGA,655,NA,NA,2,2,6,NA,1,1,2,2,655,1310
54475,1883,SUNSET AVE NE,Major Collector,2,660,Urban,660,Central Kitsap UGA,Central Kitsap UGA,3,NA,NA,1,1,6,NA,1,1,2,2,3,6
56323,15143,NE ATHENS WAY,Local Access,2,188,Urban,188,Central Kitsap UGA,Central Kitsap UGA,188,NA,NA,1,1,5,NA,1,1,2,2,188,376
54835,6900,NE ARROWHEAD DR,Local Access,2,1044,Urban,1044,Central Kitsap UGA,Central Kitsap UGA,1044,NA,NA,1,1,5,NA,1,1,2,2,1044,2088
56420,11286,NW FIRGLADE DR,Local Access,2,213,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,213,0
56332,9595,NE ETON LN,Local Access,2,436,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,436,0
55740,9525,NE DAWN RD,Local Access,2,1131,Urban,1131,Central Kitsap UGA,Central Kitsap UGA,80,5,NA,NA,NA,5,NA,5,0,5,5,80,400
55740,9525,NE DAWN RD,Local Access,2,1131,Urban,1131,Central Kitsap UGA,Central Kitsap UGA,230,NA,NA,NA,1,5,NA,1,0,1,1,230,230
54965,9358,VARSITY LN NE,Local Access,2,1111,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1111,0
55090,10133,NW NICHOLS AVE,Local Access,2,267,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,267,0
51762,1051,NE PINECREST DR,Local Access,2,613,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,613,0
